AP_ICAO,AP_Name,AP_IATA,AP_Country,AP_LatLong,AP_Municipality,AP_Type,AP_AltitudeFt,AP_RunwayLenM,AP_Passengers,AP_MoreInfoLink,AP_URLHome
NZNS,Nelson Airport (New Zealand),NSN,NZ,"S411754,E1731316",Nelson,A,17,1347,1061000,https://en.wikipedia.org/wiki/Nelson_Airport_(New_Zealand),http://www.nelsonairport.co.nz/
KHSV,Huntsville International Airport,HSV,US,"N344110,W0864630",Huntsville,A,629,NULL,1055602,https://en.wikipedia.org/wiki/Huntsville_International_Airport,http://www.flyhuntsville.com
SBUL,UberlÃ¢ndia Airport,UDI,BR,"S185301,W0481331",UberlÃ¢ndia,A,3094,1950,1050379,https://en.wikipedia.org/wiki/UberlÃ¢ndia_Airport,http://www.infraero.gov.br/index.php/br/aeroportos/minas-gerais/aeroporto-de-uberlandia.html
VIDN,Jolly Grant Airport,DED,IN,"N301123,E0781049",Dehradun,A,1831,2140,1048672,https://en.wikipedia.org/wiki/Jolly_Grant_Airport,http://www.aai.aero/allAirports/dehradun_generalinfo.jsp
LQSA,Sarajevo International Airport,SJJ,BA,"N434929,E0181953",Sarajevo,A,1708,2700,1046635,https://en.wikipedia.org/wiki/Sarajevo_International_Airport,http://www.sarajevo-airport.ba/?lang=eng
LEJR,Jerez Airport,XRY,ES,"N364441,W0060336",Jerez de la Forntera,A,93,2300,1046251,https://en.wikipedia.org/wiki/Jerez_Airport,http://www.aena.es/csee/Satellite/Aeropuerto-Jerez/en/Home.html
LFRB,Brest Bretagne Airport,BES,FR,"N482650,W0042518",Brest/Guipavas,A,325,3100,1045745,https://en.wikipedia.org/wiki/Brest_Bretagne_Airport,http://www.brest.aeroport.fr/en/
WIOD,H.A.S. Hanandjoeddin Airport,TJQ,ID,"S024444,E1074518",Tanjung Pandan-Belitung Island,A,164,2250,1044084,https://en.wikipedia.org/wiki/H.A.S._Hanandjoeddin_Airport,NULL
KPHF,Newport News/Williamsburg International Airport,PHF,US,"N370755,W0762935",Newport News,A,42,2439,1039812,https://en.wikipedia.org/wiki/Newport_News/Williamsburg_International_Airport,http://www.flyphf.com/content/
ZHES,Enshi Xujiaping Airport,ENH,CN,"N301913,E1092906",Enshi,A,NULL,NULL,1039311,https://en.wikipedia.org/wiki/Enshi_Xujiaping_Airport,NULL
MMMZ,General Rafael Buelna International Airport,MZT,MX,"N230941,W1061558",MazatlÃ¡n,A,38,2700,1038555,https://en.wikipedia.org/wiki/General_Rafael_Buelna_International_Airport,http://www.oma.aero/en/airports/mazatlan/
NZDN,Dunedin Airport,DUD,NZ,"S455541,E1701153",Dunedin,A,4,1900,1035645,https://en.wikipedia.org/wiki/Dunedin_Airport,http://www.dunedinairport.co.nz/
KDAY,Dayton International Airport,DAY,US,"N395408,W0841310",Dayton,A,1009,3322,1035263,https://en.wikipedia.org/wiki/Dayton_International_Airport,http://www.daytonairport.com/
SGAS,Silvio Pettirossi International Airport,ASU,PY,"S251423,W0573109",AsunciÃ³n,A,291,3353,1033178,https://en.wikipedia.org/wiki/Silvio_Pettirossi_International_Airport,NULL
ESNU,UmeÃ¥ Airport,UME,SE,"N634731,E0201658",UmeÃ¥,A,24,2302,1031744,https://en.wikipedia.org/wiki/UmeÃ¥_Airport,http://www.swedavia.com/umea/
WALR,Juwata International Airport,TRK,ID,"N031936,E1173358",Tarakan Island,A,20,2500,1030222,https://en.wikipedia.org/wiki/Juwata_International_Airport,http://www.tarakanairport.com
LTCA,ElazÄ±ÄŸ Airport,EZS,TR,"N383624,E0391729",ElazÄ±ÄŸ,A,2927,3000,1027070,https://en.wikipedia.org/wiki/ElazÄ±ÄŸ_Airport,http://elazig.dhmi.gov.tr/
WAOP,Tjilik Riwut Airport,PKY,ID,"S021330,E1135631",Palangkaraya-Kalimantan Tengah,A,82,2500,1025570,https://en.wikipedia.org/wiki/Tjilik_Riwut_Airport,NULL
MMQT,QuerÃ©taro Intercontinental Airport,QRO,MX,"N203720,W1001117",QuerÃ©taro,A,6290,3500,1024023,https://en.wikipedia.org/wiki/QuerÃ©taro_Intercontinental_Airport,http://www.aiq.com.mx/
LERS,Reus Airport,REU,ES,"N410851,E0011002",Reus,A,233,2459,1022964,https://en.wikipedia.org/wiki/Reus_Airport,http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Reus/en/
ZMUB,Chinggis Khaan International Airport,ULN,MN,"N475035,E1064558",Ulan Bator,A,4364,3100,1019102,https://en.wikipedia.org/wiki/Chinggis_Khaan_International_Airport,http://airport.gov.mn/
RJSN,Niigata Airport,KIJ,JP,"N375721,E1390643",Niigata,A,5,1314,1016991,https://en.wikipedia.org/wiki/Niigata_Airport,NULL
ZBDT,Datong Yungang Airport,DAT,CN,"N400337,E1132855",Datong,A,3458,2400,1016273,https://en.wikipedia.org/wiki/Datong_Yungang_Airport,http://www.sxairport.org.cn/jtgs/snjc/201104/20110422_6.html
ZPBS,Baoshan Yunduan Airport,BSD,CN,"N250312,E0991006",NULL,A,5453,2400,1016018,https://en.wikipedia.org/wiki/Baoshan_Yunduan_Airport,NULL
SEMT,Eloy Alfaro International Airport,MEC,EC,"S005645,W0804043",Manta,A,48,2860,1012516,https://en.wikipedia.org/wiki/Eloy_Alfaro_International_Airport,NULL
EYKA,Kaunas Airport,KUN,LT,"N545750,E0240505",Kaunas,A,256,3250,1011067,https://en.wikipedia.org/wiki/Kaunas_Airport,http://www.kaunas-airport.lt/index.php?lang=en
RJDC,Yamaguchi Ube Airport,UBJ,JP,"N335548,E1311644",Ube,A,15,2500,1008048,https://en.wikipedia.org/wiki/Yamaguchi_Ube_Airport,NULL
LEAM,AlmerÃ­a Airport,LEI,ES,"N365038,W0022212",AlmerÃ­a,A,70,3200,1007446,https://en.wikipedia.org/wiki/AlmerÃ­a_Airport,http://www.aena.es/csee/Satellite/Aeropuerto-Almeria/en/Home.html
VABO,Vadodara Airport,BDQ,IN,"N221946,E0731310",Vadodara,A,127,2469,1006456,https://en.wikipedia.org/wiki/Civil_Airport_Harni,http://aai.aero/allAirports/vadodara_generalinfo.jsp
KSGF,Springfield-Branson National Airport,SGF,US,"N371444,W0932319",Springfield,A,1268,2438,993129,https://en.wikipedia.org/wiki/Springfield-Branson_National_Airport,http://www.flyspringfield.com/
ZULZ,Luzhou Lantian Airport,LZO,CN,"N285110,E1052328",Luzhou,A,NULL,2400,985108,https://en.wikipedia.org/wiki/Luzhou_Lantian_Airport,NULL
ZBTL,Tongliao Airport,TGO,CN,"N433325,E1221200",Tongliao,A,2395,2300,983058,https://en.wikipedia.org/wiki/Tongliao_Airport,NULL
ZUYB,Yibin Caiba Airport,YBP,CN,"N284801,E1043238",Yibin,A,NULL,2150,974810,https://en.wikipedia.org/wiki/Yibin_Caiba_Airport,http://ybmh.yb.gov.cn
VEIM,Imphal International Airport,IMF,IN,"N244536,E0935348",Imphal,A,2540,2746,973743,https://en.wikipedia.org/wiki/Imphal_International_Airport,http://www.aai.aero/allAirports/imphal_gen.jsp
SASA,MartÃ­n Miguel de GÃ¼emes International Airport,SLA,AR,"S245040,W0652843",Salta,A,4075,3000,972310,https://en.wikipedia.org/wiki/MartÃ­n_Miguel_de_GÃ¼emes_International_Airport,http://www.aa2000.com.ar/eng/home/index.php?&cambioTop=SI&cmbAirports=29
SPQT,Coronel FAP Francisco Secada Vignetta International Airport,IQT,PE,"S034705,W0731831",Iquitos,A,406,2500,972145,https://en.wikipedia.org/wiki/Coronel_FAP_Francisco_Secada_Vignetta_International_Airport,NULL
EDDG,MÃ¼nster OsnabrÃ¼ck International Airport,FMO,DE,"N520810,E0074109",MÃ¼nster,A,157,2170,963498,https://en.wikipedia.org/wiki/MÃ¼nster_OsnabrÃ¼ck_International_Airport,http://www.fmo.de
UKHH,Kharkiv International Airport,HRK,UA,"N495529,E0361724",Kharkiv,A,508,2500,961500,https://en.wikipedia.org/wiki/Kharkiv_International_Airport,http://hrk.aero/en
LOWG,Graz Airport,GRZ,AT,"N465935,E0152621",Graz,A,1115,3000,959098,https://en.wikipedia.org/wiki/Graz_Airport,http://www.flughafen-graz.at/
SEGS,Seymour Airport,GPS,EC,"S002714,W0901557",Baltra,A,207,2401,956520,https://en.wikipedia.org/wiki/Seymour_Airport,NULL
MMOX,XoxocotlÃ¡n International Airport,OAX,MX,"N170000,W0964336",Oaxaca,A,4989,2450,951037,https://en.wikipedia.org/wiki/XoxocotlÃ¡n_International_Airport,NULL
KMAF,Midland International Air and Space Port,MAF,US,"N315633,W1021207",Midland,A,2871,1404,942980,https://en.wikipedia.org/wiki/Midland_International_Air_and_Space_Port,http://www.flymaf.com
ZUNC,Nanchong Gaoping Airport,NAO,CN,"N304738,E1060936",Nanchong,A,NULL,2400,942932,https://en.wikipedia.org/wiki/Nanchong_Gaoping_Airport,NULL
RJOC,Izumo Airport,IZO,JP,"N352449,E1325324",Izumo,A,6,2000,940426,https://en.wikipedia.org/wiki/Izumo_Airport,NULL
MBPV,Providenciales International Airport,PLS,TC,"N214625,W0721557",Providenciales Island,A,15,2804,939814,https://en.wikipedia.org/wiki/Providenciales_International_Airport,http://www.provoairport.com/
SCIE,Carriel Sur International Airport,CCP,CL,"S364621,W0730347",Concepcion,A,26,2300,938276,https://en.wikipedia.org/wiki/Carriel_Sur_International_Airport,NULL
LEXJ,Santander Airport,SDR,ES,"N432537,W0034912",Santander,A,16,2420,937641,https://en.wikipedia.org/wiki/Santander_Airport,http://www.aena-aeropuertos.es/csee/Satellite/Aeropuerto-Santander/en
USMU,Novy Urengoy Airport,NUX,RU,"N660421,E0763119",Novy Urengoy,A,210,2550,937628,https://en.wikipedia.org/wiki/Novy_Urengoy_Airport,NULL
ZYMD,Mudanjiang Hailang Airport,MDG,CN,"N443127,E1293408",Mudanjiang,A,883,2600,933716,https://en.wikipedia.org/wiki/Mudanjiang_Hailang_Airport,http://www.mdjjc.cn/
EGTE,Exeter International Airport,EXT,GB,"N504404,W0032450",Exeter,A,102,2076,931265,https://en.wikipedia.org/wiki/Exeter_International_Airport,http://www.exeter-airport.co.uk/
RPVT,Tagbilaran Airport,TAG,PH,"N093951,E1235111",Tagbilaran City,A,38,1779,921586,https://en.wikipedia.org/wiki/Tagbilaran_Airport,NULL
TAPA,V. C. Bird International Airport,ANU,AG,"N170812,W0614735",St. George,A,62,3068,919748,https://en.wikipedia.org/wiki/V._C._Bird_International_Airport,http://vcbia.com/
SBLO,Londrina Airport,LDB,BR,"S231949,W0510812",Londrina,A,1867,2102,918946,https://en.wikipedia.org/wiki/Londrina_Airport,http://www.infraero.com.br/index.php/br/aeroportos/parana/aeroporto-de-londrina.html
MMLP,Manuel MÃ¡rquez de LeÃ³n International Airport,LAP,MX,"N240421,W1102143",La Paz,A,69,2500,916599,https://en.wikipedia.org/wiki/Manuel_MÃ¡rquez_de_LeÃ³n_International_Airport,NULL
KJAN,Jackson-Evers International Airport,JAN,US,"N321840,W0900433",Jackson,A,346,2591,913549,https://en.wikipedia.org/wiki/Jackson-Evers_International_Airport,http://www.jmaa.com/
WAEE,Sultan Babullah Airport,TTE,ID,"N004953,E1272252",Sango-Ternate Island,A,49,2400,911487,https://en.wikipedia.org/wiki/Babullah_Airport,NULL
ZHNY,Nanyang Jiangying Airport,NNY,CN,"N325851,E1123654",Nanyang,A,NULL,2800,907505,https://en.wikipedia.org/wiki/Nanyang_Jiangying_Airport,http://www.nyfjch.com/
UEEE,Yakutsk Airport,YKS,RU,"N620536,E1294616",Yakutsk,A,325,2500,902463,https://en.wikipedia.org/wiki/Yakutsk_Airport,http://www.airport-yakutsk.ru/
RJNA,Nagoya Airfield,NKM,JP,"N351518,E1365526",Nagoya,A,46,2800,902066,https://en.wikipedia.org/wiki/Nagoya_Airfield,NULL
LEGR,Federico GarcÃ­a Lorca Airport,GRX,ES,"N371119,W0034638",Granada,A,1860,2900,901961,https://en.wikipedia.org/wiki/Federico_GarcÃ­a_Lorca_Airport,http://www.aena.es/csee/Satellite/Aeropuerto-Federico-Garcia-Lorca-Granada-Jaen/en/Page/1047397546288/
WMKN,Sultan Mahmud Airport,TGG,MY,"N052253,E1030618",Kuala Terengganu,A,21,3480,900218,https://en.wikipedia.org/wiki/Sultan_Mahmud_Airport,NULL
TXKF,L.F. Wade International Airport,BDA,BM,"N322151,W0644043",Hamilton,A,18,2947,900000,https://en.wikipedia.org/wiki/L.F._Wade_International_Airport,http://www.bermudaairport.com/
PGSN,Saipan International Airport,SPN,MP,"N150708,E1454344",Saipan Island,A,215,2652,896354,https://en.wikipedia.org/wiki/Saipan_International_Airport,http://cpa.gov.mp/spnapt.asp
KLBB,Lubbock Preston Smith International Airport,LBB,US,"N333949,W1014916",Lubbock,A,3282,NULL,896186,https://en.wikipedia.org/wiki/Lubbock_Preston_Smith_International_Airport,http://www.flylia.com
EGPE,Inverness Airport,INV,GB,"N573233,W0040251",Inverness,A,31,1887,894360,https://en.wikipedia.org/wiki/Inverness_Airport,http://www.hial.co.uk/inverness-airport.html
SARI,Cataratas del IguazÃº International Airport,IGR,AR,"S254414,W0542824",Puerto Iguazu,A,916,3300,893945,https://en.wikipedia.org/wiki/Cataratas_del_IguazÃº_International_Airport,http://www.aa2000.com.ar/eng/home/index.php?&cambioTop=SI&cmbAirports=5
GMFF,Fes-SaÃ¯ss Airport,FEZ,MA,"N335538,W0045841",Fes,A,1900,3200,892974,https://en.wikipedia.org/wiki/Fes-SaÃ¯ss_Airport,NULL
SKMR,Los Garzones Airport,MTR,CO,"N084925,W0754933",MonterÃ­a,A,36,1916,892120,https://en.wikipedia.org/wiki/Los_Garzones_Airport,NULL
SPUR,FAP Captain Guillermo Concha Iberico International Airport,PIU,PE,"S051200,W0803700",Piura,A,174,2500,891907,https://en.wikipedia.org/wiki/FAP_Captain_Guillermo_Concha_Iberico_International_Airport,NULL
ULAA,Talagi Airport,ARH,RU,"N643600,E0404300",Archangelsk,A,62,2500,891867,https://en.wikipedia.org/wiki/Talagi_Airport,http://arhaero.ru/
LTAT,Malatya ErhaÃ§ Airport,MLX,TR,"N382607,E0380527",Malatya,A,2828,3350,887467,https://en.wikipedia.org/wiki/Malatya_ErhaÃ§_Airport,NULL
KBZN,Bozeman Yellowstone International Airport,BZN,US,"N454637,W1110907",Bozeman,A,4473,2741,885576,https://en.wikipedia.org/wiki/Bozeman_Yellowstone_International_Airport,http://bozemanairport.com/
KVPS,Destin-Fort Walton Beach Airport,VPS,US,"N302900,W0863131",Valparaiso,A,87,3654,880004,https://en.wikipedia.org/wiki/Destin-Fort_Walton_Beach_Airport,http://www.flyvps.com
GMME,Rabat-SalÃ© Airport,RBA,MA,"N340305,W0064505",Rabat,A,276,3500,873019,https://en.wikipedia.org/wiki/Rabat-SalÃ©_Airport,NULL
CYQT,Thunder Bay International Airport,YQT,CA,"N482219,W0891918",Thunder Bay,A,654,NULL,869404,https://en.wikipedia.org/wiki/Thunder_Bay_International_Airport,http://www.tbairport.on.ca
KECP,Northwest Florida Beaches International Airport,ECP,US,"N302130,W0854744",Panama City Beach,A,69,NULL,868604,https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,http://www.iflybeaches.com/
KEUG,Eugene Airport,EUG,US,"N440723,W1231308",Eugene,A,374,2441,868190,https://en.wikipedia.org/wiki/Eugene_Airport,http://www.flyeug.com/
MZBZ,Philip S. W. Goldson International Airport,BZE,BZ,"N173221,W0881830",Belize City,L,16,2950,867976,https://en.wikipedia.org/wiki/Philip_S._W._Goldson_International_Airport,http://www.pgiabelize.com/
MHLM,RamÃ³n Villeda Morales International Airport,SAP,HN,"N152710,W0875525",La Mesa,A,89,2886,867747,https://en.wikipedia.org/wiki/RamÃ³n_Villeda_Morales_International_Airport,NULL
WBKS,Sandakan Airport,SDK,MY,"N055406,E1180256",Sandakan,A,46,2133,863701,https://en.wikipedia.org/wiki/Sandakan_Airport,NULL
MMAS,Lic. JesÃºs TerÃ¡n Peredo International Airport,AGU,MX,"N214220,W1021905",Aguascalientes,A,6112,3000,855669,https://en.wikipedia.org/wiki/Lic._JesÃºs_TerÃ¡n_Peredo_International_Airport,NULL
OIBP,Persian Gulf Airport,PGU,IR,"N272246,E0524415",Asalouyeh,A,27,3997,852990,https://en.wikipedia.org/wiki/Persian_Gulf_Airport,http://www.pseez.ir/home-en.html
GMTT,Tangier Ibn Battouta Airport,TNG,MA,"N354337,W0055501",Tangier,A,62,3500,848643,https://en.wikipedia.org/wiki/Tangier_Ibn_Battouta_Airport,NULL
ULMM,Murmansk Airport,MMK,RU,"N684702,E0324521",Murmansk,A,NULL,2500,845928,https://en.wikipedia.org/wiki/Murmansk_Airport,http://www.airport-murmansk.ru/en/
CYXX,Abbotsford International Airport,YXX,CA,"N490131,W1222136",Abbotsford,A,194,NULL,842212,https://en.wikipedia.org/wiki/Abbotsford_International_Airport,http://www.abbotsfordairport.ca/
PAJN,Juneau International Airport,JNU,US,"N582118,W1343434",Juneau,A,25,2700,840884,https://en.wikipedia.org/wiki/Juneau_International_Airport,http://www.juneau.org/airport/
SBPV,Governador Jorge Teixeira de Oliveira International Airport,PVH,BR,"S084249,W0635410",Porto Velho,A,289,2400,838338,https://en.wikipedia.org/wiki/Governador_Jorge_Teixeira_de_Oliveira_International_Airport,http://www.infraero.com.br/index.php/br/aeroportos/rondonia/aeroporto-internacional-porto-velho.html
EGJB,Guernsey Airport,GCI,GG,"N492605,W0023607",Saint Peter Port,A,336,1583,837615,https://en.wikipedia.org/wiki/Guernsey_Airport,https://www.airport.gg/
EGNS,Isle of Man Airport,IOM,IM,"N540500,W0043724",Castletown,A,52,2110,836656,https://en.wikipedia.org/wiki/Isle_of_Man_Airport,http://www.iom-airport.com/
LTCS,ÅžanlÄ±urfa GAP Airport,GNY,TR,"N372700,E0385400",ÅžanlÄ±urfa,A,2700,3988,832968,https://en.wikipedia.org/wiki/ÅžanlÄ±urfa_GAP_Airport,http://gap.dhmi.gov.tr/
RJCM,Memanbetsu Airport,MMB,JP,"N435250,E1440950",ÅŒzora,A,109,2500,824715,https://en.wikipedia.org/wiki/Memanbetsu_Airport,NULL
LTFG,GazipaÅŸa Airport,GZP,TR,"N361756,E0321800",NULL,A,92,2350,823238,https://en.wikipedia.org/wiki/GazipaÅŸa_Airport,http://www.gzpairport.com/en-EN/Pages/Main.aspx
MMBT,BahÃ­as de Huatulco International Airport,HUX,MX,"N154631,W0961545",Huatulco,A,464,2700,819305,https://en.wikipedia.org/wiki/BahÃ­as_de_Huatulco_International_Airport,NULL
SAZN,Presidente PerÃ³n International Airport,NQN,AR,"S385656,W0680921",Neuquen,A,961,2570,816556,https://en.wikipedia.org/wiki/Presidente_PerÃ³n_International_Airport,NULL
RPMR,General Santos International Airport,GES,PH,"N060329,E1250546",General Santos,A,505,3227,816037,https://en.wikipedia.org/wiki/General_Santos_International_Airport,NULL
KFAR,Hector International Airport,FAR,US,"N465514,W0964857",Fargo,A,902,2744,807572,https://en.wikipedia.org/wiki/Hector_International_Airport,http://www.fargoairport.com/
FAEL,East London Airport,ELS,ZA,"S330206,E0274917",East London,A,436,1939,804741,https://en.wikipedia.org/wiki/East_London_Airport,http://www.airports.co.za/airports/east-london
KBLI,Bellingham International Airport,BLI,US,"N484733,W1223213",Bellingham,A,170,2042,796736,https://en.wikipedia.org/wiki/Bellingham_International_Airport,http://www.portofbellingham.com/27/Airport
KFNT,Bishop International Airport,FNT,US,"N425756,W0834437",Flint,A,782,2392,795941,https://en.wikipedia.org/wiki/Bishop_International_Airport,http://www.bishopairport.org/
WMKA,Sultan Abdul Halim Airport,AOR,MY,"N061140,E1002404",Alor Satar,A,15,2745,787706,https://en.wikipedia.org/wiki/Sultan_Abdul_Halim_Airport,NULL
FAGG,George Airport,GRJ,ZA,"S340024,E0222251",George,A,639,2000,785486,https://en.wikipedia.org/wiki/George_Airport,http://www.airports.co.za/airports/george-airport
KFAT,Fresno Yosemite International Airport,FAT,US,"N364636,W1194308",Fresno,A,336,2907,784852,https://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport,http://www.flyfresno.com
WBGB,Bintulu Airport,BTU,MY,"N030727,E1130112",Bintulu,A,74,2745,779086,https://en.wikipedia.org/wiki/Bintulu_Airport,NULL
SPST,Cad. FAP Guillermo del Castillo Paredes Airport,TPP,PE,"S063031,W0762224",Tarapoto,A,869,2600,778282,https://en.wikipedia.org/wiki/Cad._FAP_Guillermo_del_Castillo_Paredes_Airport,NULL
LIPQ,Trieste - Friuli Venezia Giulia Airport,TRS,IT,"N454939,E0132820",Trieste,A,39,3000,777981,https://en.wikipedia.org/wiki/Trieste_-_Friuli_Venezia_Giulia_Airport,http://www.aeroporto.fvg.it/en/home/index.htm
KBIL,Billings Logan International Airport,BIL,US,"N454828,W1083235",Billings,A,3652,1677,774736,https://en.wikipedia.org/wiki/Billings_Logan_International_Airport,http://www.flybillings.com/
OIKK,Ayatollah Hashemi Rafsanjani International Airport,KER,IR,"N301628,E0565704",Kerman,A,5741,2029,765309,https://en.wikipedia.org/wiki/Ayatollah_Hashemi_Rafsanjani_Airport,http://www.airport.kr.ir
YBMK,Mackay Airport,MKY,AU,"S211018,E1491048",Mackay,A,19,1981,763003,https://en.wikipedia.org/wiki/Mackay_Airport,http://www.mackayairport.com.au/
ENEV,Harstad/Narvik Airport Evenes,EVE,NO,"N681910,E0164042",Evenes,A,85,2808,762747,https://en.wikipedia.org/wiki/Harstad/Narvik_Airport_Evenes,https://avinor.no/en/airport/harstadnarvik-airport/
LGKF,Cephalonia International Airport,EFL,GR,"N380712,E0203001",Kefallinia Island,A,59,2436,761647,https://en.wikipedia.org/wiki/Cephalonia_International_Airport,NULL
KEYW,Key West International Airport,EYW,US,"N243322,W0814534",Key West,A,3,NULL,761010,https://en.wikipedia.org/wiki/Key_West_International_Airport,http://www.eyw.com
RJKA,Amami Airport,ASJ,JP,"N282551,E1294243",Amami,A,14,2000,760241,https://en.wikipedia.org/wiki/Amami_Airport,NULL
SAWH,Ushuaia - Malvinas Argentinas International Airport,USH,AR,"S545036,W0681744",Ushuahia,A,102,3030,750742,https://en.wikipedia.org/wiki/Ushuaia_-_Malvinas_Argentinas_International_Airport,http://www.aeropuertoushuaia.com/
EIKN,Ireland West Airport Knock,NOC,IE,"N535437,W0084907",Charleston,A,665,2340,749477,https://en.wikipedia.org/wiki/Ireland_West_Airport_Knock,http://www.irelandwestairport.com
UWOO,Orenburg Tsentralny Airport,REN,RU,"N514745,E0552724",Orenburg,A,387,2500,744303,https://en.wikipedia.org/wiki/Orenburg_Tsentralny_Airport,http://www.orenairport.ru/
RJCK,Kushiro Airport,KUH,JP,"N430227,E1441135",Kushiro,A,311,2500,742279,https://en.wikipedia.org/wiki/Kushiro_Airport,NULL
ZBCZ,Changzhi Wangcun Airport,CIH,CN,"N361451,E1130734",Changzhi,A,NULL,2600,741573,https://en.wikipedia.org/wiki/Changzhi_Wangcun_Airport,NULL
SCCI,Presidente Carlos IbÃ¡Ã±ez del Campo International Airport,PUQ,CL,"S530009,W0705116",Punta Arenas,A,139,1678,740701,https://en.wikipedia.org/wiki/Presidente_Carlos_IbÃ¡Ã±ez_del_Campo_International_Airport,http://www.aeropuertodepuntarenas.cl/
RJFS,Saga Airport,HSG,JP,"N330859,E1301807",Saga,A,6,2000,740585,https://en.wikipedia.org/wiki/Saga_Airport,http://www.pref.saga.lg.jp/web/kurashi/_1261/kk-koutuu/ariakesaga-ap/english.html
TTCP,Arthur Napoleon Raymond Robinson International Airport,TAB,TT,"N110859,W0604956",Scarborough,A,38,2744,739622,https://en.wikipedia.org/wiki/Arthur_Napoleon_Raymond_Robinson_International_Airport,http://www.tobagoairport.com
KGPT,Gulfport-Biloxi International Airport,GPT,US,"N302426,W0890412",Gulfport,A,28,NULL,739194,https://en.wikipedia.org/wiki/Gulfport-Biloxi_International_Airport,http://www.flygpt.com
MMAA,Acapulco International Airport,ACA,MX,"N164522,W0994506",Acapulco,A,13,1700,739120,https://en.wikipedia.org/wiki/Acapulco_International_Airport,NULL
MMTM,General Francisco Javier Mina International Airport,TAM,MX,"N221747,W0975157",Tampico,A,80,2550,736627,https://en.wikipedia.org/wiki/General_Francisco_Javier_Mina_International_Airport,NULL
FSIA,Seychelles International Airport,SEZ,SC,"S044028,E0553119",Mahe Island,A,10,2987,736558,https://en.wikipedia.org/wiki/Seychelles_International_Airport,http://www.scaa.sc/
EDLP,Paderborn Lippstadt Airport,PAD,DE,"N513655,E0083702",Paderborn,A,699,2180,734366,https://en.wikipedia.org/wiki/Paderborn_Lippstadt_Airport,http://www.airport-paderborn.com/
OIYY,Shahid Sadooghi Airport,AZD,IR,"N315418,E0541635",Yazd,A,4054,4098,730757,https://en.wikipedia.org/wiki/Shahid_Sadooghi_Airport,http://yazd.airport.ir/HomePage.aspx?TabID=8047&Site=yazd.airport&Lang=fa-IR
LFKF,Figari-Sud Corse Airport,FSC,FR,"N413008,E0090548",Figari Sud-Corse,A,87,2480,730707,https://en.wikipedia.org/wiki/Figari-Sud_Corse_Airport,http://www.figari.aeroport.fr/
FCBB,Maya-Maya Airport,BZV,CG,"S041506,E0151511",Brazzaville,A,1048,3300,730013,https://en.wikipedia.org/wiki/Maya-Maya_Airport,NULL
KMLI,Quad City International Airport,MLI,US,"N412655,W0903027",Moline,A,590,1529,728786,https://en.wikipedia.org/wiki/Quad_City_International_Airport,http://qcairport.com/
KBTR,Baton Rouge Metropolitan Airport,BTR,US,"N303158,W0910900",Baton Rouge,A,70,2286,728400,https://en.wikipedia.org/wiki/Baton_Rouge_Metropolitan_Airport,http://www.flybtr.com/
ZSTX,Huangshan Tunxi International Airport,TXN,CN,"N294348,E1181511",Huangshan,A,NULL,2600,725948,https://en.wikipedia.org/wiki/Huangshan_Tunxi_International_Airport,http://www.hsairport.com/
CYHM,John C. Munro Hamilton International Airport,YHM,CA,"N431025,W0795606",Hamilton,A,780,NULL,725630,https://en.wikipedia.org/wiki/John_C._Munro_Hamilton_International_Airport,http://www.flyhamilton.ca/
LFRN,Rennes-Saint-Jacques Airport,RNS,FR,"N480419,W0014356",Rennes/Saint-Jacques,A,124,2100,724346,https://en.wikipedia.org/wiki/Rennes-Saint-Jacques_Airport,http://www.rennes.aeroport.fr/
MMMM,General Francisco J. Mujica International Airport,MLM,MX,"N195100,W1010134",Morelia,A,6033,3400,721802,https://en.wikipedia.org/wiki/General_Francisco_J._Mujica_International_Airport,NULL
FOOL,Libreville International Airport,LBV,GA,"N002731,E0092444",Libreville,A,39,3000,721411,https://en.wikipedia.org/wiki/Libreville_International_Airport,http://www.adlgabon.com/
OPST,Sialkot International Airport,SKT,PK,"N323208,E0742150",Sialkot,L,837,3400,720918,https://en.wikipedia.org/wiki/Sialkot_International_Airport,http://www.sial.com.pk
KFWA,Fort Wayne International Airport,FWA,US,"N405842,W0851143",Fort Wayne,A,814,NULL,720738,https://en.wikipedia.org/wiki/Fort_Wayne_International_Airport,http://www.flyfwa.com/
OPFA,Faisalabad International Airport,LYP,PK,"N312154,E0725941",Faisalabad,A,607,2826,718308,https://en.wikipedia.org/wiki/Faisalabad_International_Airport,http://www.caapakistan.com.pk/timeline/fsbd/timeline-fsbd.aspx
LDPL,Pula Airport,PUY,HR,"N445337,E0135520",Pula,A,274,2950,717187,https://en.wikipedia.org/wiki/Pula_Airport,http://www.airport-pula.hr/
RPME,Bancasi Airport,BXU,PH,"N085705,E1252841",Butuan City,A,141,2100,716344,https://en.wikipedia.org/wiki/Bancasi_Airport,NULL
KFSD,Sioux Falls Regional Airport,FSD,US,"N433455,W0964431",Sioux Falls,A,1430,NULL,711878,https://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport,http://www.sfairport.com
